Wall time,Step,Value
1643647590.703999,0,2.4619061946868896
1643647594.945016,1,2.4895598888397217
1643647599.186231,2,2.4857006072998047
1643647603.407023,3,2.400526523590088
1643647612.238888,4,2.3641693592071533
1643647616.596004,5,2.384719133377075
1643647620.803541,6,2.4498050212860107
1643647625.086723,7,2.2087209224700928
1643647629.429634,8,2.103790283203125
1643647633.730466,9,1.9548739194869995
1643647637.970916,10,1.6914376020431519
1643647642.222071,11,1.5956462621688843
1643647646.54656,12,1.568150281906128
1643647650.794964,13,1.4395281076431274
1643647655.047774,14,1.3531246185302734
1643647659.329425,15,1.3127211332321167
1643647663.594279,16,1.2310028076171875
1643647667.917125,17,1.1774176359176636
1643647672.140961,18,1.1247367858886719
1643647676.342277,19,1.0681675672531128
1643647680.595871,20,1.0453540086746216
1643647684.839755,21,0.9765356183052063
1643647689.240696,22,0.9126659035682678
1643647693.599685,23,0.8835480809211731
1643647697.913531,24,0.8312531113624573
1643647702.155856,25,0.7250317335128784
1643647706.466407,26,0.7728508114814758
1643647710.684724,27,0.6034684777259827
1643647714.943127,28,0.5599815845489502
1643647719.219762,29,0.4459860920906067
1643647723.561035,30,0.6319817900657654
1643647727.818399,31,0.4808279275894165
1643647732.070221,32,0.5674875378608704
1643647736.326944,33,0.4579639136791229
1643647740.568019,34,0.30305683612823486
1643647744.820167,35,0.23058471083641052
1643647749.197946,36,0.1455216109752655
1643647753.418742,37,0.10151533037424088
1643647757.677757,38,0.11104302108287811
1643647761.960884,39,0.05372631922364235
1643647766.20544,40,0.04214222729206085
1643647770.447245,41,0.08470824360847473
1643647774.727963,42,0.06093303859233856
1643647778.958771,43,0.039053045213222504
1643647783.235438,44,0.039225757122039795
1643647787.567926,45,0.05165102332830429
1643647791.941218,46,0.02988346293568611
1643647796.230807,47,0.012573836371302605
1643647800.475674,48,0.01346652116626501
1643647804.784447,49,0.03909613937139511
1643647809.017215,50,0.09195057302713394
1643647813.25568,51,0.0345497652888298
1643647817.474145,52,0.007256529293954372
1643647821.717735,53,0.005063856020569801
1643647825.940006,54,0.0042423708364367485
1643647830.170015,55,0.0038694513496011496
1643647834.406559,56,0.003439003601670265
1643647838.652729,57,0.0029732990078628063
1643647842.938283,58,0.003002991434186697
1643647847.153869,59,0.003108653239905834
1643647851.374258,60,0.0027523634489625692
1643647855.600526,61,0.002380256075412035
1643647859.854763,62,0.0022555303294211626
1643647864.110699,63,0.005382337607443333
1643647868.386028,64,0.15891116857528687
1643647872.780496,65,0.28929153084754944
1643647877.06229,66,0.10439713299274445
1643647881.375965,67,0.03702741116285324
1643647885.682218,68,0.019830754026770592
1643647889.978936,69,0.008274572901427746
