Wall time,Step,Value
1643627712.385305,0,1.565560221672058
1643627713.217414,1,1.024563193321228
1643627714.056885,2,0.7657952308654785
1643627714.944496,3,0.5424389243125916
1643627715.843007,4,0.46300792694091797
1643627716.692158,5,0.3774396777153015
1643627717.526997,6,0.31337323784828186
1643627718.434031,7,0.23871350288391113
1643627719.305476,8,0.21310654282569885
1643627720.224839,9,0.2295505404472351
1643627721.077761,10,0.15926675498485565
1643627721.890925,11,0.1087694764137268
1643627722.708476,12,0.14587187767028809
1643627723.579226,13,0.08340426534414291
1643627724.423292,14,0.05913138762116432
1643627725.2486,15,0.1640906184911728
1643627726.061046,16,0.12019873410463333
1643627726.876048,17,0.07189057767391205
1643627727.698287,18,0.05348211154341698
1643627728.52898,19,0.10731705278158188
1643627729.406921,20,0.059847574681043625
1643627730.299474,21,0.09986089915037155
1643627731.137893,22,0.08618039637804031
1643627731.997472,23,0.11533857136964798
1643627732.839494,24,0.09300939738750458
1643627733.669535,25,0.12413237243890762
1643627734.519986,26,0.033778343349695206
1643627735.344001,27,0.004001952707767487
1643627736.172819,28,0.004951841663569212
1643627737.017077,29,0.05865861475467682
1643627737.834551,30,0.04748716205358505
1643627738.665499,31,0.00830989982932806
1643627739.497519,32,0.1135997548699379
1643627740.332589,33,0.07869577407836914
1643627741.167183,34,0.13852018117904663
1643627742.003412,35,0.012103118002414703
1643627742.843799,36,0.011927458457648754
1643627743.679392,37,0.04065782576799393
1643627744.517906,38,0.05025968328118324
1643627745.369225,39,0.10573418438434601
1643627746.236169,40,0.048735346645116806
1643627747.126073,41,0.012056379579007626
1643627748.002995,42,0.0018504159525036812
1643627748.844085,43,0.0011506410082802176
1643627749.691571,44,0.0009014760726131499
1643627750.546783,45,0.0007393083651550114
1643627751.365003,46,0.0006262133247219026
1643627752.213973,47,0.0005410254234448075
1643627753.116672,48,0.0004744189791381359
1643627754.044399,49,0.0004213390056975186
1643627754.941582,50,0.0003757543454412371
1643627755.79618,51,0.00033915258245542645
1643627756.670012,52,0.0003080805472563952
1643627757.522012,53,0.00028053889400325716
1643627758.382575,54,0.0002569921489339322
1643627759.228546,55,0.0002360212238272652
1643627760.119265,56,0.00021758436923846602
1643627760.988801,57,0.00020092337217647582
1643627761.867113,58,0.00018586518126539886
1643627762.701304,59,0.0001723721798043698
1643627763.51916,60,0.00015998476010281593
1643627764.363118,61,0.00014869881852064282
1643627765.20281,62,0.00013842257612850517
1643627766.01916,63,0.00012904430332127959
1643627766.846601,64,0.00012048746430082247
1643627767.71111,65,0.00011248731607338414
1643627768.557792,66,0.00010512505832593888
1643627769.439538,67,9.832835348788649e-05
1643627770.31677,68,9.20861930353567e-05
1643627771.125201,69,8.62582674017176e-05
