Wall time,Step,Value
1643627712.385889,0,0.4406779706478119
1643627713.217882,1,0.6231840252876282
1643627714.057406,2,0.7257869243621826
1643627714.945055,3,0.8011501431465149
1643627715.843436,4,0.8404963612556458
1643627716.692591,5,0.870460033416748
1643627717.527415,6,0.8913438320159912
1643627718.434724,7,0.9149515628814697
1643627719.305862,8,0.925544798374176
1643627720.225129,9,0.9273607730865479
1643627721.078211,10,0.9464285969734192
1643627721.891552,11,0.9642857313156128
1643627722.709129,12,0.948244571685791
1643627723.57968,13,0.9745762944221497
1643627724.42377,14,0.9809321761131287
1643627725.24902,15,0.9421913027763367
1643627726.061467,16,0.9585351347923279
1643627726.876464,17,0.9794188737869263
1643627727.698792,18,0.9851694703102112
1643627728.529458,19,0.9691283106803894
1643627729.407347,20,0.9803268909454346
1643627730.30024,21,0.9685230255126953
1643627731.138448,22,0.9733656048774719
1643627731.998066,23,0.9633777141571045
1643627732.839906,24,0.9694309830665588
1643627733.669992,25,0.9585351347923279
1643627734.520598,26,0.9930387139320374
1643627735.344706,27,1.0
1643627736.173265,28,0.998789370059967
1643627737.01738,29,0.9821428656578064
1643627737.835015,30,0.9866828322410583
1643627738.66602,31,0.9984866976737976
1643627739.498121,32,0.9648910164833069
1643627740.333037,33,0.9745762944221497
1643627741.167525,34,0.9564164876937866
1643627742.003972,35,0.9978813529014587
1643627742.844188,36,0.9963680505752563
1643627743.679933,37,0.9866828322410583
1643627744.518195,38,0.9842615127563477
1643627745.369617,39,0.9661017060279846
1643627746.236601,40,0.9860774874687195
1643627747.126519,41,0.9969733953475952
1643627748.003403,42,1.0
1643627748.844513,43,1.0
1643627749.691964,44,1.0
1643627750.547159,45,1.0
1643627751.36545,46,1.0
1643627752.214436,47,1.0
1643627753.117252,48,1.0
1643627754.044895,49,1.0
1643627754.942238,50,1.0
1643627755.796888,51,1.0
1643627756.670369,52,1.0
1643627757.522563,53,1.0
1643627758.383086,54,1.0
1643627759.229116,55,1.0
1643627760.119839,56,1.0
1643627760.989308,57,1.0
1643627761.867747,58,1.0
1643627762.701861,59,1.0
1643627763.519783,60,1.0
1643627764.363589,61,1.0
1643627765.203206,62,1.0
1643627766.019657,63,1.0
1643627766.847032,64,1.0
1643627767.711771,65,1.0
1643627768.5582,66,1.0
1643627769.440119,67,1.0
1643627770.317281,68,1.0
1643627771.125818,69,1.0
